,CATAID,WHAN classification,BPT classification
49617,186761,sAGN,composite
49618,186762,SF,SF
49619,186763,SF,seyfert
49620,186764,SF,SF
49621,186765,unclassified,unclassified
49622,186766,SF,SF
49623,186767,SF,SF
49624,186768,SF,SF
49625,186769,SF,composite
49626,186770,SF,SF
49627,186771,SF,SF
49628,186772,SF,SF
49629,186773,sAGN,composite
49630,186774,retired,unclassified
49631,186775,SF,SF
49632,186776,sAGN,seyfert
49633,186777,sAGN,composite
49634,186778,SF,unclassified
49635,186779,sAGN,composite
49636,186780,SF,SF
49637,186781,retired,unclassified
49638,186782,unclassified,unclassified
49639,186783,unclassified,unclassified
49640,186784,unclassified,unclassified
49641,186785,passive,unclassified
49642,186786,SF,seyfert
49643,186787,SF,unclassified
49644,186788,SF,SF
49645,186789,SF,composite
49646,186790,sAGN,composite
49647,186791,SF,SF
49648,186792,sAGN,composite
49649,186793,SF,SF
49650,186794,unclassified,unclassified
49651,186795,unclassified,unclassified
49652,186796,sAGN,composite
49653,186797,sAGN,composite
49654,186798,SF,composite
49655,186799,unclassified,unclassified
49656,186800,SF,composite
49657,186801,SF,SF
49658,186802,unclassified,unclassified
49659,186803,SF,SF
49660,186804,SF,unclassified
49661,186805,sAGN,unclassified
49662,186806,SF,SF
49663,186807,SF,SF
49664,186808,unclassified,unclassified
49665,186809,unclassified,unclassified
49666,186810,SF,SF
49667,186811,SF,SF
49668,186812,SF,SF
49669,186813,retired,LINERs
49670,186814,sAGN,unclassified
49671,186815,SF,SF
49672,186816,SF,unclassified
49673,186817,sAGN,composite
49674,186818,SF,SF
49675,186819,sAGN,composite
49676,186820,retired,unclassified
49677,186821,SF,unclassified
49678,186822,SF,unclassified
49679,186823,SF,SF
49680,186824,unclassified,unclassified
49681,186825,unclassified,unclassified
49682,186826,passive,LINERs
49683,186827,wAGN,LINERs
49684,186828,SF,SF
49685,186829,unclassified,unclassified
49686,186830,SF,SF
49687,186831,unclassified,unclassified
49688,186832,unclassified,unclassified
49689,186833,unclassified,unclassified
49690,186834,retired,unclassified
49691,186835,SF,SF
49692,186836,unclassified,unclassified
49693,186837,unclassified,unclassified
49694,186838,wAGN,unclassified
49695,186839,retired,unclassified
49696,186840,retired,LINERs
49697,186841,SF,SF
49698,186842,unclassified,unclassified
49699,186843,SF,SF
49700,186844,retired,LINERs
49701,186845,sAGN,composite
49702,186846,unclassified,unclassified
49703,186847,SF,SF
49704,186848,SF,SF
49705,186849,unclassified,unclassified
49706,186850,unclassified,unclassified
49707,186851,SF,SF
49708,186852,SF,SF
49709,186853,SF,SF
49710,186854,sAGN,composite
49711,186855,sAGN,composite
49712,186856,SF,composite
49713,186857,retired,unclassified
49714,186858,SF,SF
49715,186859,SF,SF
49716,186860,SF,SF
49717,186861,retired,LINERs
49718,186862,unclassified,unclassified
49719,186863,SF,SF
49720,186864,SF,composite
49721,186865,sAGN,unclassified
49722,186866,unclassified,unclassified
49723,186867,unclassified,unclassified
49724,186868,unclassified,unclassified
49725,186869,SF,composite
49726,186870,unclassified,unclassified
49727,186871,SF,unclassified
49728,186872,SF,SF
49729,186873,retired,LINERs
49730,186874,SF,unclassified
49731,186875,retired,unclassified
49732,186876,sAGN,seyfert
49733,186877,retired,composite
49734,186878,retired,unclassified
49735,186879,SF,unclassified
49736,186880,unclassified,unclassified
49737,186881,SF,SF
49738,186882,SF,SF
49739,186883,retired,unclassified
49740,186884,SF,SF
49741,186885,SF,SF
49742,186886,SF,unclassified
49743,186887,retired,unclassified
49744,186888,SF,SF
49745,186889,sAGN,unclassified
49746,186890,SF,SF
49747,186891,retired,unclassified
49748,186892,SF,SF
49749,186893,SF,unclassified
49750,186894,SF,SF
49751,186895,SF,SF
49752,186896,unclassified,unclassified
49753,186897,retired,unclassified
49754,186898,unclassified,unclassified
49755,186899,retired,unclassified
49756,186900,unclassified,unclassified
49757,186901,SF,SF
49758,186902,SF,SF
49759,186903,SF,SF
49760,186904,SF,SF
49761,186905,SF,unclassified
49762,186906,unclassified,unclassified
49763,186907,unclassified,unclassified
49764,186908,SF,SF
49765,186909,SF,SF
49766,186910,wAGN,composite
49767,186911,unclassified,unclassified
49768,186912,SF,composite
49769,186913,SF,composite
49770,186914,SF,SF
49771,186915,sAGN,composite
49772,186916,SF,SF
49773,186917,SF,SF
49774,186918,retired,unclassified
49775,186919,unclassified,unclassified
49776,186920,SF,SF
49777,186921,retired,unclassified
49778,186922,retired,LINERs
49779,186923,sAGN,composite
49780,186924,SF,SF
49781,186925,wAGN,LINERs
49782,186926,unclassified,unclassified
49783,186927,unclassified,unclassified
49784,186928,SF,unclassified
49785,186929,unclassified,unclassified
49786,186930,retired,LINERs
49787,186931,SF,SF
49788,186932,retired,composite
49789,186933,retired,composite
49790,186934,sAGN,unclassified
49791,186935,unclassified,unclassified
49792,186936,SF,SF
49793,186937,SF,SF
49794,186938,SF,SF
49795,186939,SF,SF
49796,186940,SF,SF
49797,186941,SF,SF
49798,186942,sAGN,composite
49799,186943,unclassified,unclassified
49800,186944,unclassified,unclassified
49801,186945,SF,SF
49802,186946,sAGN,composite
49803,186947,retired,unclassified
49804,186948,sAGN,composite
49805,186949,sAGN,composite
49806,186950,sAGN,composite
49807,186951,sAGN,unclassified
49808,186952,SF,SF
49809,186953,SF,SF
49810,186954,sAGN,composite
49811,186955,SF,unclassified
49812,186956,unclassified,unclassified
49813,186957,SF,SF
49814,186958,SF,SF
49815,186959,SF,SF
49816,186960,passive,unclassified
49817,186961,SF,composite
49818,186962,SF,composite
49819,186963,retired,unclassified
49820,186964,SF,SF
49821,186965,SF,SF
49822,186966,SF,unclassified
49823,186967,unclassified,unclassified
49824,186968,SF,unclassified
49825,186969,unclassified,unclassified
49826,186970,SF,SF
49827,186971,unclassified,unclassified
49828,186972,SF,unclassified
49829,186973,SF,SF
49830,186974,SF,SF
49831,186975,retired,unclassified
49832,186976,SF,unclassified
49833,186977,retired,unclassified
49834,186978,sAGN,SF
49835,186979,SF,composite
49836,186980,SF,SF
49837,186981,unclassified,unclassified
49838,186982,SF,SF
49839,186983,unclassified,unclassified
49840,186984,unclassified,unclassified
49841,186985,SF,SF
49842,186986,SF,SF
49843,186987,SF,SF
49844,186988,SF,SF
49845,186989,SF,unclassified
49846,186990,retired,unclassified
49847,186991,SF,SF
49848,186992,unclassified,unclassified
49849,186993,unclassified,unclassified
49850,186994,SF,unclassified
49851,186995,SF,SF
49852,186996,SF,SF
49853,186997,unclassified,unclassified
49854,186998,retired,seyfert
49855,186999,SF,SF
49856,187000,SF,SF
49857,187001,SF,SF
49858,187002,unclassified,unclassified
49859,187003,retired,unclassified
49860,187004,SF,composite
49861,187005,sAGN,SF
49862,187006,SF,SF
49863,187007,SF,unclassified
49864,187008,SF,SF
49865,187009,SF,unclassified
49866,187010,sAGN,composite
49867,187011,SF,SF
49868,187012,SF,SF
49869,187013,wAGN,composite
49870,187014,SF,SF
49871,187015,SF,SF
49872,187016,SF,composite
49873,187017,sAGN,composite
49874,187018,SF,unclassified
49875,187019,sAGN,composite
49876,187020,SF,SF
49877,187021,unclassified,unclassified
49878,187022,SF,SF
49879,187023,SF,SF
49880,187024,SF,SF
49881,187025,unclassified,unclassified
49882,187026,SF,SF
49883,187027,SF,SF
49884,187028,SF,SF
49885,187029,unclassified,unclassified
49886,187030,SF,SF
49887,187031,SF,SF
49888,187032,SF,SF
49889,187033,SF,SF
49890,187034,sAGN,unclassified
49891,187035,SF,SF
49892,187036,unclassified,unclassified
49893,187037,SF,SF
49894,187038,unclassified,unclassified
49895,187039,SF,unclassified
49896,187040,SF,SF
49897,187041,SF,SF
49898,187042,unclassified,unclassified
49899,187043,retired,unclassified
49900,195777,SF,SF
49901,195788,SF,composite
49902,195802,unclassified,unclassified
49903,195803,sAGN,unclassified
49904,195804,passive,unclassified
49905,195805,SF,SF
49906,195808,SF,SF
49907,195811,SF,SF
49908,195815,unclassified,unclassified
49909,195818,passive,composite
49910,195819,SF,unclassified
49911,195821,retired,unclassified
49912,195822,SF,SF
49913,195826,SF,unclassified
49914,195827,retired,unclassified
49915,195829,SF,SF
49916,195830,SF,SF
49917,195831,unclassified,unclassified
49918,195833,retired,composite
49919,195836,sAGN,composite
49920,195837,SF,SF
49921,195840,unclassified,unclassified
49922,195844,SF,unclassified
49923,195855,unclassified,unclassified
49924,195856,sAGN,composite
49925,195858,unclassified,unclassified
49926,195862,SF,SF
49927,195863,unclassified,unclassified
49928,195864,sAGN,composite
49929,195867,SF,SF
49930,195870,SF,SF
49931,195883,SF,composite
49932,195889,SF,SF
49933,195890,unclassified,unclassified
49934,195896,unclassified,unclassified
49935,195907,SF,SF
49936,195912,unclassified,unclassified
49937,195914,SF,SF
49938,195916,SF,composite
49939,195931,SF,SF
49940,195933,SF,SF
49941,195943,unclassified,unclassified
49942,195944,SF,SF
49943,195945,unclassified,unclassified
49944,195947,unclassified,unclassified
49945,195955,unclassified,unclassified
49946,195961,SF,composite
49947,195968,SF,composite
49948,195969,wAGN,composite
49949,195970,retired,composite
49950,195976,retired,LINERs
49951,195984,SF,unclassified
49952,195986,SF,SF
49953,195991,SF,unclassified
49954,195992,SF,SF
49955,195994,unclassified,unclassified
49956,195997,unclassified,unclassified
49957,195999,unclassified,unclassified
49958,196000,wAGN,unclassified
49959,196004,SF,unclassified
49960,196005,retired,unclassified
49961,196007,unclassified,unclassified
49962,196013,unclassified,unclassified
49963,196018,wAGN,unclassified
49964,196019,unclassified,unclassified
49965,196021,retired,unclassified
49966,196022,unclassified,unclassified
49967,196025,retired,unclassified
49968,196026,unclassified,unclassified
49969,196027,unclassified,unclassified
49970,196029,retired,unclassified
49971,196032,unclassified,unclassified
49972,196033,SF,unclassified
49973,196034,SF,unclassified
49974,196035,retired,unclassified
49975,196037,unclassified,unclassified
49976,196038,unclassified,unclassified
49977,196040,retired,SF
49978,196045,retired,composite
49979,196051,retired,unclassified
49980,196055,retired,SF
49981,196057,SF,SF
49982,196058,SF,SF
49983,196060,SF,SF
49984,196061,retired,unclassified
49985,196063,SF,unclassified
49986,196064,retired,unclassified
49987,196067,SF,SF
49988,196068,unclassified,unclassified
49989,196069,unclassified,unclassified
49990,196075,unclassified,unclassified
49991,196077,retired,SF
49992,196082,retired,LINERs
49993,196083,SF,SF
49994,196085,unclassified,unclassified
49995,196086,sAGN,composite
49996,196087,SF,SF
49997,196094,unclassified,unclassified
49998,196095,unclassified,unclassified
49999,196096,SF,unclassified
50000,196097,retired,unclassified
50001,196099,wAGN,composite
50002,196101,SF,unclassified
50003,196104,unclassified,unclassified
50004,196105,unclassified,unclassified
50005,196106,retired,unclassified
50006,196107,retired,SF
50007,196108,SF,SF
50008,196111,retired,composite
50009,196116,retired,seyfert
50010,196117,SF,seyfert
50011,196129,unclassified,unclassified
50012,196130,SF,SF
50013,196131,SF,SF
50014,196132,sAGN,composite
50015,196133,SF,unclassified
50016,196134,SF,SF
50017,196140,SF,SF
50018,196141,SF,SF
50019,196143,SF,SF
50020,196144,SF,unclassified
50021,196148,SF,SF
50022,196152,wAGN,unclassified
50023,196159,SF,SF
50024,196163,unclassified,unclassified
50025,196164,SF,SF
50026,196167,unclassified,unclassified
50027,196168,SF,SF
50028,196172,retired,unclassified
50029,196173,unclassified,unclassified
50030,196174,SF,SF
50031,196179,unclassified,unclassified
50032,196183,SF,composite
50033,196184,SF,unclassified
50034,196186,retired,unclassified
50035,196188,wAGN,unclassified
50036,196189,SF,composite
50037,196197,retired,unclassified
50038,196198,SF,SF
50039,196201,SF,SF
50040,196202,sAGN,composite
50041,196203,retired,unclassified
50042,196205,SF,unclassified
50043,196213,retired,SF
50044,196218,retired,unclassified
50045,196219,SF,SF
50046,196221,retired,unclassified
50047,196222,SF,SF
50048,196226,retired,seyfert
50049,196227,retired,unclassified
50050,196230,unclassified,unclassified
50051,196232,SF,composite
50052,196233,SF,SF
50053,196234,SF,unclassified
50054,196235,SF,composite
50055,196238,SF,SF
50056,196239,retired,unclassified
50057,196240,SF,SF
50058,196242,SF,unclassified
50059,196243,sAGN,unclassified
50060,196244,retired,seyfert
50061,196250,SF,SF
50062,196252,retired,composite
50063,196257,SF,SF
50064,196260,SF,SF
50065,196262,unclassified,unclassified
50066,196267,unclassified,unclassified
50067,196268,SF,SF
50068,196271,retired,SF
50069,196274,SF,SF
50070,196277,SF,SF
50071,196280,SF,composite
50072,196283,SF,composite
50073,196284,sAGN,composite
50074,196295,unclassified,unclassified
50075,196296,SF,SF
50076,196297,retired,composite
50077,196302,retired,SF
50078,196304,unclassified,unclassified
50079,196306,SF,SF
50080,196307,sAGN,LINERs
50081,196308,SF,SF
50082,196309,unclassified,unclassified
50083,196311,SF,composite
50084,196312,SF,unclassified
50085,196316,SF,SF
50086,196319,sAGN,unclassified
50087,196320,SF,SF
50088,196322,unclassified,unclassified
50089,196323,sAGN,composite
50090,196325,SF,SF
50091,196327,retired,LINERs
50092,196328,sAGN,seyfert
50093,196331,SF,SF
50094,196332,sAGN,composite
50095,196333,unclassified,unclassified
50096,196334,unclassified,unclassified
50097,196335,SF,SF
50098,196336,SF,SF
50099,196338,sAGN,composite
50100,196339,unclassified,unclassified
50101,196340,SF,composite
50102,196341,unclassified,unclassified
50103,196342,unclassified,unclassified
50104,196346,passive,composite
50105,196347,SF,SF
50106,196348,SF,SF
50107,196349,SF,unclassified
50108,196350,unclassified,unclassified
50109,196354,retired,unclassified
50110,196355,sAGN,composite
50111,196356,sAGN,composite
50112,196357,SF,seyfert
50113,196358,unclassified,unclassified
50114,196359,SF,unclassified
50115,196360,SF,SF
50116,196361,wAGN,composite
50117,196362,SF,seyfert
50118,196366,retired,composite
50119,196368,passive,unclassified
50120,196370,SF,unclassified
50121,196371,SF,SF
50122,196372,unclassified,unclassified
50123,196373,retired,unclassified
50124,196375,SF,composite
50125,196378,SF,unclassified
50126,196379,SF,SF
50127,196380,unclassified,unclassified
50128,196381,unclassified,unclassified
50129,196382,SF,unclassified
50130,196385,retired,unclassified
50131,196389,retired,LINERs
50132,196390,SF,SF
50133,196391,sAGN,composite
50134,196392,SF,unclassified
50135,196394,SF,SF
50136,196396,retired,unclassified
50137,196397,wAGN,unclassified
50138,196398,SF,unclassified
50139,196402,retired,unclassified
50140,196405,wAGN,unclassified
50141,196407,sAGN,composite
50142,196408,unclassified,unclassified
50143,196409,sAGN,SF
50144,196410,SF,SF
50145,196411,retired,LINERs
50146,196412,SF,SF
50147,196413,SF,SF
50148,196414,SF,SF
50149,196417,unclassified,unclassified
50150,196420,SF,SF
50151,196427,unclassified,unclassified
50152,196429,unclassified,unclassified
50153,196432,SF,SF
50154,196433,unclassified,unclassified
50155,196434,wAGN,composite
50156,196435,retired,LINERs
50157,196436,SF,SF
50158,196437,unclassified,unclassified
50159,196438,SF,composite
50160,196439,SF,unclassified
50161,196440,SF,SF
50162,196441,sAGN,SF
50163,196442,sAGN,composite
50164,196443,SF,unclassified
50165,196445,SF,SF
50166,196446,SF,SF
50167,196449,retired,composite
50168,196451,SF,unclassified
50169,196453,SF,SF
50170,196454,SF,seyfert
50171,196455,SF,SF
50172,196456,SF,composite
50173,196459,retired,unclassified
50174,196460,SF,SF
50175,196461,SF,unclassified
50176,196462,retired,unclassified
50177,196463,retired,unclassified
50178,196464,SF,SF
50179,196468,SF,SF
50180,196469,sAGN,composite
50181,196470,retired,unclassified
50182,196471,unclassified,unclassified
50183,196476,unclassified,unclassified
50184,196479,unclassified,unclassified
50185,196484,SF,unclassified
50186,196485,SF,unclassified
50187,196486,retired,LINERs
50188,196487,retired,seyfert
50189,196488,unclassified,unclassified
50190,196489,SF,unclassified
50191,196492,unclassified,unclassified
50192,196493,SF,SF
50193,196495,passive,LINERs
50194,196496,SF,composite
50195,196502,wAGN,composite
50196,196503,sAGN,composite
50197,196505,SF,unclassified
50198,196506,retired,LINERs
50199,196510,wAGN,unclassified
50200,196511,SF,SF
50201,196512,SF,SF
50202,196513,sAGN,composite
50203,196514,SF,SF
50204,196517,unclassified,unclassified
50205,196518,wAGN,composite
50206,196519,SF,SF
50207,196521,SF,unclassified
50208,196523,wAGN,composite
50209,196524,wAGN,composite
50210,196525,sAGN,composite
50211,196526,unclassified,unclassified
50212,196527,SF,SF
50213,196528,unclassified,unclassified
50214,196529,SF,SF
50215,196531,unclassified,unclassified
50216,196533,retired,unclassified
50217,196534,retired,unclassified
